SCO_id,CRISPRi_positions,GeneID,Entry.x,Reviewed.x,Entry Name.x,Protein names.x,Gene_Names_Original.x,Length.x,Gene Names (synonym).x,Entry.y,Reviewed.y,Entry Name.y,Protein names.y,Gene_Names_Original.y,Length.y,Gene Names (synonym).y,KEGG_ID,GO_Terms,GO_Count,Metabolic_Pathways,Pathway_Count,Regulating_TFs,TF_Count,Is_TF,Regulates_Genes,Target_Count,Has_UniProt,Has_KEGG,Has_GO,Has_Pathway,Has_TF_Regulation,Annotation_Score,In_Carbon_Metabolism,In_Amino_Acid_Metabolism,In_Secondary_Metabolism,In_Actinorhodin,In_Prodigiosin,In_Calcium_Dependent_Antibiotic,In_Coelimycin_P1,In_Methylenomycin,In_Desferrioxamine,Functional_Class
SCO5870,,SCO5870,O54136,unreviewed,O54136_STRCO,ABC-transporter ATP binding protein,SCO5870 SC2E9.11,230.0,,O54136,unreviewed,O54136_STRCO,ABC-transporter ATP binding protein,SCO5870 SC2E9.11,230.0,,sco:SCO5870,GO:0005524;GO:0016887,2,,0,SCO2869,1,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO5873,,SCO5873,O54139,unreviewed,O54139_STRCO,OB-fold nucleic acid binding domain-containing protein,SCO5873 SC2E9.14,154.0,,O54139,unreviewed,O54139_STRCO,OB-fold nucleic acid binding domain-containing protein,SCO5873 SC2E9.14,154.0,,sco:SCO5873,,0,,0,,0,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO5874,,SCO5874,O54140,unreviewed,O54140_STRCO,Membrane protein,SCO5874 SC2E9.15,272.0,,O54140,unreviewed,O54140_STRCO,Membrane protein,SCO5874 SC2E9.15,272.0,,sco:SCO5874,,0,,0,"SCO3201,SCO4167",2,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO5875,,SCO5875,O54141,unreviewed,O54141_STRCO,Trk system potassium uptake protein TrkA,SCO5875 SC2E9.16c,226.0,,O54141,unreviewed,O54141_STRCO,Trk system potassium uptake protein TrkA,SCO5875 SC2E9.16c,226.0,,sco:SCO5875,GO:0015079;GO:0006813;GO:0005886,3,,0,"SCO3201,SCO4118,SCO4167",3,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO5878,,SCO5878,O54142,unreviewed,O54142_STRCO,Polyketide synthase RedX,redX SCO5878,982.0,,O54142,unreviewed,O54142_STRCO,Polyketide synthase RedX,redX SCO5878,982.0,,sco:SCO5878,GO:0016746,1,Prodigiosin biosynthesis - Streptomyces coelicolor (path:sco00333); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110),3,"SCO2209,SCO3144,SCO3173,SCO6675",4,False,,0,False,True,True,True,False,3,False,False,True,False,True,False,False,False,False,Secondary Metabolism
SCO5880,,SCO5880,O54144,unreviewed,O54144_STRCO,RedY protein,redY SCO5880,106.0,,O54144,unreviewed,O54144_STRCO,RedY protein,redY SCO5880,106.0,,sco:SCO5880,,0,,0,"SCO6775,SCO7562",2,False,,0,False,True,False,False,False,1,False,False,False,False,True,False,False,False,False,
SCO5882,,SCO5882,O54145,unreviewed,O54145_STRCO,RedV protein,redV SCO5882 SC3F7.02c,395.0,,O54145,unreviewed,O54145_STRCO,RedV protein,redV SCO5882 SC3F7.02c,395.0,,sco:SCO5882,GO:0016491,1,Prodigiosin biosynthesis - Streptomyces coelicolor (path:sco00333); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110),3,"SCO2869,SCO4450",2,False,,0,False,True,True,True,False,3,False,False,True,False,True,False,False,False,False,Secondary Metabolism
SCO5883,,SCO5883,O54146,unreviewed,O54146_STRCO,4'-phosphopantetheinyl transferase domain-containing protein,redU SCO5883 SC3F7.03c,261.0,,O54146,unreviewed,O54146_STRCO,4'-phosphopantetheinyl transferase domain-containing protein,redU SCO5883 SC3F7.03c,261.0,,sco:SCO5883,GO:0000287;GO:0008897,2,Pantothenate and CoA biosynthesis - Streptomyces coelicolor (path:sco00770); Metabolic pathways - Streptomyces coelicolor (path:sco01100),2,"SCO2280,SCO2987,SCO5082,SCO7351",4,False,,0,False,True,True,True,False,3,False,False,False,False,True,False,False,False,False,
SCO5884,,SCO5884,O54147,unreviewed,O54147_STRCO,Serine/threonine protein kinase,SCO5884 SC3F7.04c,296.0,,O54147,unreviewed,O54147_STRCO,Serine/threonine protein kinase,SCO5884 SC3F7.04c,296.0,,sco:SCO5884,,0,,0,"SCO0110,SCO0640,SCO1289,SCO2280,SCO2869,SCO2987,SCO5082",7,False,,0,False,True,False,False,False,1,False,False,False,False,True,False,False,False,False,
SCO5885,,SCO5885,O54148,unreviewed,O54148_STRCO,Membrane protein,SCO5885 SC3F7.05c,146.0,,O54148,unreviewed,O54148_STRCO,Membrane protein,SCO5885 SC3F7.05c,146.0,,sco:SCO5885,,0,,0,"SCO0110,SCO1289,SCO7351",3,False,,0,False,True,False,False,False,1,False,False,False,False,True,False,False,False,False,
SCO5887,,SCO5887,O54150,unreviewed,O54150_STRCO,Acyl carrier protein,redQ SCO5887 SC3F7.07c,81.0,,O54150,unreviewed,O54150_STRCO,Acyl carrier protein,redQ SCO5887 SC3F7.07c,81.0,,sco:SCO5887,,0,Prodigiosin biosynthesis - Streptomyces coelicolor (path:sco00333); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110),2,"SCO2994,SCO5877",2,False,,0,False,True,False,True,False,2,False,False,True,False,True,False,False,False,False,Secondary Metabolism
SCO5889,,SCO5889,O54152,unreviewed,O54152_STRCO,Carrier domain-containing protein,redO SCO5889 SC3F7.09,87.0,,O54152,unreviewed,O54152_STRCO,Carrier domain-containing protein,redO SCO5889 SC3F7.09,87.0,,sco:SCO5889,,0,Prodigiosin biosynthesis - Streptomyces coelicolor (path:sco00333); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110),3,SCO5574,1,False,,0,False,True,False,True,False,2,False,False,True,False,True,False,False,False,False,Secondary Metabolism
SCO5893,,SCO5893,O54156,unreviewed,O54156_STRCO,Oxidoreductase,redK SCO5893 SC3F7.13,347.0,,O54156,unreviewed,O54156_STRCO,Oxidoreductase,redK SCO5893 SC3F7.13,347.0,,sco:SCO5893,,0,Prodigiosin biosynthesis - Streptomyces coelicolor (path:sco00333); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110),3,SCO0582,1,False,,0,False,True,False,True,False,2,False,False,True,False,False,False,False,False,False,Secondary Metabolism
SCO5894,,SCO5894,O54157,unreviewed,O54157_STRCO,Thioesterase,redJ SCO5894 SC3F7.14,280.0,,O54157,unreviewed,O54157_STRCO,Thioesterase,redJ SCO5894 SC3F7.14,280.0,,sco:SCO5894,GO:0009058,1,Prodigiosin biosynthesis - Streptomyces coelicolor (path:sco00333); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110),3,SCO1289,1,False,,0,False,True,True,True,False,3,False,False,True,False,False,False,False,False,False,Secondary Metabolism
SCO5895,,SCO5895,O54158,unreviewed,O54158_STRCO,Methyltransferase,redI SCO5895 SC3F7.15,362.0,,O54158,unreviewed,O54158_STRCO,Methyltransferase,redI SCO5895 SC3F7.15,362.0,,sco:SCO5895,,0,Prodigiosin biosynthesis - Streptomyces coelicolor (path:sco00333); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110),3,"SCO0610,SCO1289,SCO7585",3,False,,0,False,True,False,True,False,2,False,False,True,False,False,False,False,False,False,Secondary Metabolism
SCO5933,,SCO5933,O54162,unreviewed,O54162_STRCO,Membrane protein,SCO5933 SC7H1.03c,391.0,,O54162,unreviewed,O54162_STRCO,Membrane protein,SCO5933 SC7H1.03c,391.0,,sco:SCO5933,,0,,0,"SCO2280,SCO3144,SCO4102",3,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO5934,LIB#14:E2; LIB#14:F2,SCO5934,O54163,unreviewed,O54163_STRCO,Sigma factor,SCO5934 SC7H1.04,200.0,,O54163,unreviewed,O54163_STRCO,Sigma factor,SCO5934 SC7H1.04,200.0,,sco:SCO5934,GO:0003700;GO:0006352;GO:0006355,3,,0,SCO2280,1,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO5935,,SCO5935,O54164,unreviewed,O54164_STRCO,Membrane protein,SCO5935 SC7H1.05,297.0,,O54164,unreviewed,O54164_STRCO,Membrane protein,SCO5935 SC7H1.05,297.0,,sco:SCO5935,,0,,0,SCO1289,1,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO5936,,SCO5936,O54165,unreviewed,O54165_STRCO,Uncharacterized protein,SCO5936 SC7H1.06,53.0,,O54165,unreviewed,O54165_STRCO,Uncharacterized protein,SCO5936 SC7H1.06,53.0,,sco:SCO5936,,0,,0,,0,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO5937,,SCO5937,O54166,unreviewed,O54166_STRCO,Uncharacterized protein,SCO5937 SC7H1.07c,122.0,,O54166,unreviewed,O54166_STRCO,Uncharacterized protein,SCO5937 SC7H1.07c,122.0,,sco:SCO5937,,0,,0,,0,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO5938,,SCO5938,O54167,unreviewed,O54167_STRCO,Metallo-beta-lactamase domain-containing protein,SCO5938 SC7H1.08c,202.0,,O54167,unreviewed,O54167_STRCO,Metallo-beta-lactamase domain-containing protein,SCO5938 SC7H1.08c,202.0,,sco:SCO5938,,0,,0,"SCO2792,SCO6358",2,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO5941,,SCO5941,O54170,unreviewed,O54170_STRCO,Aminotransferase,SCO5941 SC7H1.11,382.0,,O54170,unreviewed,O54170_STRCO,Aminotransferase,SCO5941 SC7H1.11,382.0,,sco:SCO5941,GO:0030170;GO:0009058,2,,0,"SCO4215,SCO5082,SCO7552",3,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO5942,LIB#14:G2; LIB#14:H2,SCO5942,O54171,unreviewed,O54171_STRCO,HTH tetR-type domain-containing protein,SCO5942 SC7H1.12,205.0,,O54171,unreviewed,O54171_STRCO,HTH tetR-type domain-containing protein,SCO5942 SC7H1.12,205.0,,sco:SCO5942,GO:0003677,1,,0,"SCO2442,SCO5942,SCO7552",3,True,"SCO0020,SCO0021,SCO0062,SCO0125,SCO0249,SCO0250,SCO0284,SCO0286,SCO0455,SCO0763,SCO0974,SCO1421,SCO1481,SCO1568,SCO1569,SCO1595,SCO1655,SCO1840,SCO2014,SCO2034,SCO2136,SCO2264,SCO2265,SCO2404,SCO2460,SCO2572,SCO2637,SCO2692,SCO2811,SCO2812,SCO2946,SCO2947,SCO2986,SCO2987,SCO3007,SCO3008,SCO3034,SCO3098,SCO3177,SCO3182,SCO3183,SCO3207,SCO3314,SCO3315,SCO3365,SCO3418,SCO3419,SCO3436,SCO3469,SCO3470,SCO3490,SCO3561,SCO3599,SCO3600,SCO3763,SCO3769,SCO3770,SCO3775,SCO3776,SCO3874,SCO3901,SCO3929,SCO3992,SCO3993,SCO4088,SCO4089,SCO4098,SCO4103,SCO4104,SCO4132,SCO4175,SCO4213,SCO4221,SCO4293,SCO4294,SCO4341,SCO4346,SCO4395,SCO4440,SCO4630,SCO4646,SCO4678,SCO4697,SCO4699,SCO4850,SCO4948,SCO4951,SCO4952,SCO5038,SCO5117,SCO5159,SCO5160,SCO5164,SCO5177,SCO5178,SCO5182,SCO5185,SCO5288,SCO5329,SCO5331,SCO5332,SCO5353,SCO5354,SCO5366,SCO5384,SCO5385,SCO5396,SCO5397,SCO5468,SCO5469,SCO5482,SCO5506,SCO5507,SCO5511,SCO5538,SCO5539,SCO5552,SCO5575,SCO5576,SCO5590,SCO5639,SCO5640,SCO5673,SCO5674,SCO5699,SCO5729,SCO5814,SCO5815,SCO5929,SCO5930,SCO5939,SCO5940,SCO5942,SCO5943,SCO5994,SCO5995,SCO6109,SCO6218,SCO6318,SCO6374,SCO6382,SCO6404,SCO6469,SCO6474,SCO6595,SCO6665,SCO6772,SCO6838,SCO6891,SCO7028,SCO7077,SCO7106,SCO7427,SCO7428,SCO7681,SCO7682,SCO7746,SCO7780,SCO7795",159,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO5943,,SCO5943,O54172,unreviewed,O54172_STRCO,Hydrolase,SCO5943 SC7H1.13,261.0,,O54172,unreviewed,O54172_STRCO,Hydrolase,SCO5943 SC7H1.13,261.0,,sco:SCO5943,,0,,0,"SCO3914,SCO5942,SCO6830,SCO7552,SCO7585",5,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO5944,,SCO5944,O54173,unreviewed,O54173_STRCO,DUF3500 domain-containing protein,SCO5944 SC7H1.14,382.0,,O54173,unreviewed,O54173_STRCO,DUF3500 domain-containing protein,SCO5944 SC7H1.14,382.0,,sco:SCO5944,,0,,0,,0,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO5945,,SCO5945,O54174,unreviewed,O54174_STRCO,Transferase,SCO5945 SC7H1.15,606.0,,O54174,unreviewed,O54174_STRCO,Transferase,SCO5945 SC7H1.15,606.0,,sco:SCO5945,,0,Taurine and hypotaurine metabolism - Streptomyces coelicolor (path:sco00430); Cyanoamino acid metabolism - Streptomyces coelicolor (path:sco00460); Glutathione metabolism - Streptomyces coelicolor (path:sco00480); Metabolic pathways - Streptomyces coelicolor (path:sco01100),4,"SCO0302,SCO3144,SCO5574,SCO5803,SCO7552",5,False,,0,False,True,False,True,False,2,False,True,False,False,False,False,False,False,False,Amino Acid Metabolism
SCO5946,,SCO5946,O54175,unreviewed,O54175_STRCO,Membrane protein,SCO5946 SC7H1.16,257.0,,O54175,unreviewed,O54175_STRCO,Membrane protein,SCO5946 SC7H1.16,257.0,,sco:SCO5946,,0,,0,"SCO0302,SCO3173,SCO5574,SCO5803,SCO7552",5,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO5947,,SCO5947,O54176,unreviewed,O54176_STRCO,Integral membrane protein,SCO5947 SC7H1.17,465.0,,O54176,unreviewed,O54176_STRCO,Integral membrane protein,SCO5947 SC7H1.17,465.0,,sco:SCO5947,GO:0022857;GO:0055085,2,,0,"SCO3173,SCO4167",2,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO5948,,SCO5948,O54177,unreviewed,O54177_STRCO,Oxidoreductase,SCO5948 SC7H1.18,397.0,,O54177,unreviewed,O54177_STRCO,Oxidoreductase,SCO5948 SC7H1.18,397.0,,sco:SCO5948,GO:0071949,1,,0,"SCO4167,SCO5082",2,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO5949,,SCO5949,O54178,unreviewed,O54178_STRCO,DUF1062 domain-containing protein,SCO5949 SC7H1.19,182.0,,O54178,unreviewed,O54178_STRCO,DUF1062 domain-containing protein,SCO5949 SC7H1.19,182.0,,sco:SCO5949,,0,,0,,0,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO5950,,SCO5950,O54179,unreviewed,O54179_STRCO,Export protein,SCO5950 SC7H1.20c,483.0,,O54179,unreviewed,O54179_STRCO,Export protein,SCO5950 SC7H1.20c,483.0,,sco:SCO5950,GO:0022857;GO:0055085,2,,0,"SCO4099,SCO4952,SCO5951",3,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO5951,LIB#14:A3; LIB#14:B3,SCO5951,O54180,unreviewed,O54180_STRCO,Transcriptional regulator,SCO5951 SC7H1.21,203.0,,O54180,unreviewed,O54180_STRCO,Transcriptional regulator,SCO5951 SC7H1.21,203.0,,sco:SCO5951,GO:0003677,1,,0,"SCO4952,SCO5951",2,True,"SCO0502,SCO0503,SCO1007,SCO1090,SCO2656,SCO2923,SCO3034,SCO3372,SCO3531,SCO4630,SCO4951,SCO4952,SCO5331,SCO5391,SCO5392,SCO5511,SCO5737,SCO5950,SCO5951,SCO6059,SCO6462",21,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO5952,,SCO5952,O54181,unreviewed,O54181_STRCO,Membrane protein,SCO5952 SC7H1.22,250.0,,O54181,unreviewed,O54181_STRCO,Membrane protein,SCO5952 SC7H1.22,250.0,,sco:SCO5952,,0,,0,"SCO3201,SCO3694,SCO4167,SCO5574,SCO6299,SCO6358,SCO7585",7,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO5953,,SCO5953,O54182,unreviewed,O54182_STRCO,Membrane protein,SCO5953 SC7H1.23,913.0,,O54182,unreviewed,O54182_STRCO,Membrane protein,SCO5953 SC7H1.23,913.0,,sco:SCO5953,,0,,0,"SCO0610,SCO1262,SCO5231,SCO6675,SCO7056",5,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO5954,,SCO5954,O54183,unreviewed,O54183_STRCO,Chitinase (Putative secreted protein),SCO5954 SC7H1.24,765.0,,O54183,unreviewed,O54183_STRCO,Chitinase (Putative secreted protein),SCO5954 SC7H1.24,765.0,,sco:SCO5954,GO:0004553;GO:0005975,2,Amino sugar and nucleotide sugar metabolism - Streptomyces coelicolor (path:sco00520); Metabolic pathways - Streptomyces coelicolor (path:sco01100),2,"SCO0302,SCO1262,SCO1289,SCO3144,SCO5082,SCO5231,SCO7056",7,False,,0,False,True,True,True,False,3,False,False,False,False,False,False,False,False,False,
SCO5955,,SCO5955,O54184,unreviewed,O54184_STRCO,Membrane protein,SCO5955 SC7H1.25c,144.0,,O54184,unreviewed,O54184_STRCO,Membrane protein,SCO5955 SC7H1.25c,144.0,,sco:SCO5955,,0,,0,,0,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO5956,LIB#14:C3; LIB#14:D3,SCO5956,O54185,unreviewed,O54185_STRCO,Regulatory protein,SCO5956 SC7H1.26,270.0,,O54185,unreviewed,O54185_STRCO,Regulatory protein,SCO5956 SC7H1.26,270.0,,sco:SCO5956,GO:0003677,1,,0,"SCO1289,SCO5956",2,True,"SCO0484,SCO0485,SCO5956,SCO5957",4,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO5957,,SCO5957,O54186,unreviewed,O54186_STRCO,Transport protein,SCO5957 SC7H1.27,533.0,,O54186,unreviewed,O54186_STRCO,Transport protein,SCO5957 SC7H1.27,533.0,,sco:SCO5957,GO:0022857;GO:0055085,2,,0,"SCO2987,SCO5574,SCO5956",3,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO5959,,SCO5959,O54188,unreviewed,O54188_STRCO,Cobalt transport integral membrane protein,cbiQ SCO5959,249.0,,O54188,unreviewed,O54188_STRCO,Cobalt transport integral membrane protein,cbiQ SCO5959,249.0,,sco:SCO5959,GO:0006824;GO:0005886;GO:0043190,3,ABC transporters - Streptomyces coelicolor (path:sco02010),1,,0,False,,0,False,True,True,True,False,3,False,False,False,False,False,False,False,False,False,
SCO5962,LIB#14:E3; LIB#14:F3,SCO5962,O54191,unreviewed,O54191_STRCO,Transcriptional regulator,SCO5962 SC7H1.32c,196.0,,O54191,unreviewed,O54191_STRCO,Transcriptional regulator,SCO5962 SC7H1.32c,196.0,,sco:SCO5962,GO:0003677;GO:0006355,2,,0,SCO5574,1,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO5963,,SCO5963,O54192,unreviewed,O54192_STRCO,Membrane protein,SCO5963 SC7H1.33c,191.0,,O54192,unreviewed,O54192_STRCO,Membrane protein,SCO5963 SC7H1.33c,191.0,,sco:SCO5963,,0,,0,SCO5574,1,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO5964,,SCO5964,O54193,unreviewed,O54193_STRCO,Membrane protein,SCO5964 SC7H1.34c,452.0,,O54193,unreviewed,O54193_STRCO,Membrane protein,SCO5964 SC7H1.34c,452.0,,sco:SCO5964,,0,,0,SCO4385,1,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO5965,,SCO5965,O54194,unreviewed,O54194_STRCO,Integral membrane protein,SCO5965 SC7H1.35,155.0,,O54194,unreviewed,O54194_STRCO,Integral membrane protein,SCO5965 SC7H1.35,155.0,,sco:SCO5965,,0,,0,SCO5881,1,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO6413,LIB#15:G1; LIB#15:H1,SCO6413,O69807,unreviewed,O69807_STRCO,DNA-binding protein,SCO6413 SC1A6.02,537.0,,O69807,unreviewed,O69807_STRCO,DNA-binding protein,SCO6413 SC1A6.02,537.0,,sco:SCO6413,,0,,0,SCO6413,1,True,SCO6413,1,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO6414,,SCO6414,O69808,unreviewed,O69808_STRCO,CN hydrolase domain-containing protein,SCO6414 SC1A6.03,280.0,,O69808,unreviewed,O69808_STRCO,CN hydrolase domain-containing protein,SCO6414 SC1A6.03,280.0,,sco:SCO6414,,0,Pyrimidine metabolism - Streptomyces coelicolor (path:sco00240); beta-Alanine metabolism - Streptomyces coelicolor (path:sco00410); Pantothenate and CoA biosynthesis - Streptomyces coelicolor (path:sco00770); Metabolic pathways - Streptomyces coelicolor (path:sco01100),4,"SCO5877,SCO7351",2,False,,0,False,True,False,True,False,2,False,True,False,False,False,False,False,False,False,Amino Acid Metabolism
SCO6416,,SCO6416,O69810,unreviewed,O69810_STRCO,Oxidoreductase,SCO6416 SC1A6.05,340.0,,O69810,unreviewed,O69810_STRCO,Oxidoreductase,SCO6416 SC1A6.05,340.0,,sco:SCO6416,GO:0016705,1,,0,,0,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6417,,SCO6417,O69811,unreviewed,O69811_STRCO,Integral membrane transporter,SCO6417 SC1A6.06,522.0,,O69811,unreviewed,O69811_STRCO,Integral membrane transporter,SCO6417 SC1A6.06,522.0,,sco:SCO6417,GO:0022857;GO:0055085;GO:0016020,3,,0,,0,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6418,,SCO6418,O69812,unreviewed,O69812_STRCO,Carbohydrate-binding/sugar hydrolysis domain-containing protein,SCO6418 SC1A6.07c,542.0,,O69812,unreviewed,O69812_STRCO,Carbohydrate-binding/sugar hydrolysis domain-containing protein,SCO6418 SC1A6.07c,542.0,,sco:SCO6418,,0,,0,"SCO0110,SCO0582,SCO3201,SCO4167",4,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO6419,,SCO6419,O69813,unreviewed,O69813_STRCO,DUF3558 domain-containing protein,SCO6419 SC1A6.08c,218.0,,O69813,unreviewed,O69813_STRCO,DUF3558 domain-containing protein,SCO6419 SC1A6.08c,218.0,,sco:SCO6419,,0,,0,SCO7086,1,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO6420,,SCO6420,O69814,unreviewed,O69814_STRCO,DNA-binding protein,SCO6420 SC1A6.09c,337.0,,O69814,unreviewed,O69814_STRCO,DNA-binding protein,SCO6420 SC1A6.09c,337.0,,sco:SCO6420,GO:0051920,1,,0,"SCO0610,SCO3144",2,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6421,,SCO6421,O69815,unreviewed,O69815_STRCO,Two-component system sensor kinase,SCO6421 SC1A6.10,382.0,,O69815,unreviewed,O69815_STRCO,Two-component system sensor kinase,SCO6421 SC1A6.10,382.0,,sco:SCO6421,GO:0000155;GO:0046983;GO:0000160;GO:0016020,4,,0,"SCO3144,SCO7554",2,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6422,LIB#15:A2; LIB#15:B2,SCO6422,O69816,unreviewed,O69816_STRCO,Putative two-component regulator (Two-component system regulatory protein),ecrE2 SCO6422 SC1A6.11,224.0,,O69816,unreviewed,O69816_STRCO,Putative two-component regulator (Two-component system regulatory protein),ecrE2 SCO6422 SC1A6.11,224.0,,sco:SCO6422,GO:0006355,1,,0,,0,True,"SCO2825,SCO7307,SCO7308",3,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6423,,SCO6423,O69817,unreviewed,O69817_STRCO,Lipoate-protein ligase,SCO6423 SC1A6.12c,388.0,,O69817,unreviewed,O69817_STRCO,Lipoate-protein ligase,SCO6423 SC1A6.12c,388.0,,sco:SCO6423,GO:0036211,1,Lipoic acid metabolism - Streptomyces coelicolor (path:sco00785); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of cofactors - Streptomyces coelicolor (path:sco01240),3,"SCO1289,SCO6565",2,False,,0,False,True,True,True,False,3,False,False,False,False,False,False,False,False,False,
SCO6425,LIB#15:C2; LIB#15:D2,SCO6425,O69819,unreviewed,O69819_STRCO,HTH araC/xylS-type domain-containing protein,SCO6425 SC1A6.14,256.0,,O69819,unreviewed,O69819_STRCO,HTH araC/xylS-type domain-containing protein,SCO6425 SC1A6.14,256.0,,sco:SCO6425,GO:0003700;GO:0043565;GO:0006355,3,,0,"SCO0640,SCO4167,SCO6425,SCO7056",4,True,"SCO0097,SCO0933,SCO1084,SCO1649,SCO1650,SCO1744,SCO2468,SCO3060,SCO3083,SCO3120,SCO3121,SCO3375,SCO3376,SCO3472,SCO3474,SCO4189,SCO4190,SCO4265,SCO4266,SCO4597,SCO5104,SCO5743,SCO6425,SCO6426,SCO6809,SCO7139,SCO7140,SCO7350,SCO7351,SCO7463,SCO7496,SCO7497",32,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6426,,SCO6426,O69820,unreviewed,O69820_STRCO,ABC transporter ATP-binding protein,SCO6426 SC1A6.15,170.0,,O69820,unreviewed,O69820_STRCO,ABC transporter ATP-binding protein,SCO6426 SC1A6.15,170.0,,sco:SCO6426,,0,,0,"SCO0640,SCO1289,SCO4167,SCO5574,SCO6425",5,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO6427,,SCO6427,O69821,unreviewed,O69821_STRCO,Integral membrane transport protein,SCO6427 SC1A6.16,431.0,,O69821,unreviewed,O69821_STRCO,Integral membrane transport protein,SCO6427 SC1A6.16,431.0,,sco:SCO6427,GO:0022857,1,,0,"SCO5574,SCO5877",2,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6429,,SCO6429,O69823,unreviewed,O69823_STRCO,Uncharacterized protein,SCO6429 SC1A6.18,462.0,,O69823,unreviewed,O69823_STRCO,Uncharacterized protein,SCO6429 SC1A6.18,462.0,,sco:SCO6429,,0,,0,"SCO4118,SCO4385,SCO5803,SCO6003,SCO6812,SCO7142,SCO7552",7,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO6431,,SCO6431,O69825,unreviewed,O69825_STRCO,Peptide synthase,SCO6431 SC1A6.20,1171.0,,O69825,unreviewed,O69825_STRCO,Peptide synthase,SCO6431 SC1A6.20,1171.0,,sco:SCO6431,,0,,0,"SCO2209,SCO4167,SCO5082,SCO7552",4,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO6433,,SCO6433,O69827,unreviewed,O69827_STRCO,(S)-ureidoglycine aminohydrolase cupin domain-containing protein,SCO6433 SC1A6.22,135.0,,O69827,unreviewed,O69827_STRCO,(S)-ureidoglycine aminohydrolase cupin domain-containing protein,SCO6433 SC1A6.22,135.0,,sco:SCO6433,,0,,0,SCO5574,1,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
