"GeneID","Entry.x","Reviewed.x","Entry Name.x","Protein names.x","Gene_Names_Original.x","Length.x","Gene Names (synonym).x","Entry.y","Reviewed.y","Entry Name.y","Protein names.y","Gene_Names_Original.y","Length.y","Gene Names (synonym).y","KEGG_ID","GO_Terms","GO_Count","Metabolic_Pathways","Pathway_Count","Regulating_TFs","TF_Count","Is_TF","Regulates_Genes","Target_Count","Has_UniProt","Has_KEGG","Has_GO","Has_Pathway","Has_TF_Regulation","Annotation_Score","In_Carbon_Metabolism","In_Amino_Acid_Metabolism","In_Secondary_Metabolism","In_Actinorhodin","In_Prodigiosin","In_Calcium_Dependent_Antibiotic","In_Coelimycin_P1","In_Methylenomycin","In_Desferrioxamine","Functional_Class"
"SCO4921","Q9EWV4","unreviewed","Q9EWV4_STRCO","biotin carboxylase (EC 6.3.4.14)","accA2 accA1 SCO4921 SCO6271 SC2C4.01c SCAH10.36c SCK13.13c",590,"accA1","Q9EWV4","unreviewed","Q9EWV4_STRCO","biotin carboxylase (EC 6.3.4.14)","accA2 accA1 SCO4921 SCO6271 SC2C4.01c SCAH10.36c SCK13.13c",590,"accA1","sco:SCO4921",NA,0,"Fatty acid biosynthesis - Streptomyces coelicolor (path:sco00061); Mycolic acid biosynthesis - Streptomyces coelicolor (path:sco00074); Valine, leucine and isoleucine degradation - Streptomyces coelicolor (path:sco00280); Pyruvate metabolism - Streptomyces coelicolor (path:sco00620); Glyoxylate and dicarboxylate metabolism - Streptomyces coelicolor (path:sco00630); Propanoate metabolism - Streptomyces coelicolor (path:sco00640); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110); Microbial metabolism in diverse environments - Streptomyces coelicolor (path:sco01120); Carbon metabolism - Streptomyces coelicolor (path:sco01200); Fatty acid metabolism - Streptomyces coelicolor (path:sco01212)",11,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,TRUE,FALSE,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Carbon Metabolism; Amino Acid Metabolism; Secondary Metabolism"
"SCO6271","Q9EWV4","unreviewed","Q9EWV4_STRCO","biotin carboxylase (EC 6.3.4.14)","accA2 accA1 SCO4921 SCO6271 SC2C4.01c SCAH10.36c SCK13.13c",590,"accA1","Q9EWV4","unreviewed","Q9EWV4_STRCO","biotin carboxylase (EC 6.3.4.14)","accA2 accA1 SCO4921 SCO6271 SC2C4.01c SCAH10.36c SCK13.13c",590,"accA1","sco:SCO6271",NA,0,"Fatty acid biosynthesis - Streptomyces coelicolor (path:sco00061); Mycolic acid biosynthesis - Streptomyces coelicolor (path:sco00074); Valine, leucine and isoleucine degradation - Streptomyces coelicolor (path:sco00280); Pyruvate metabolism - Streptomyces coelicolor (path:sco00620); Glyoxylate and dicarboxylate metabolism - Streptomyces coelicolor (path:sco00630); Propanoate metabolism - Streptomyces coelicolor (path:sco00640); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110); Microbial metabolism in diverse environments - Streptomyces coelicolor (path:sco01120); Carbon metabolism - Streptomyces coelicolor (path:sco01200); Fatty acid metabolism - Streptomyces coelicolor (path:sco01212)",11,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,TRUE,FALSE,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Carbon Metabolism; Amino Acid Metabolism; Secondary Metabolism"
"SCO4923","Q9EWV6","reviewed","NTPP_STRCO","Nucleoside triphosphate pyrophosphatase (EC 3.6.1.9) (Nucleotide pyrophosphatase) (Nucleotide PPase)","SCO4923 SCK13.15c",206,"NA","Q9EWV6","reviewed","NTPP_STRCO","Nucleoside triphosphate pyrophosphatase (EC 3.6.1.9) (Nucleotide pyrophosphatase) (Nucleotide PPase)","SCO4923 SCK13.15c",206,"NA","sco:SCO4923","GO:0047429",1,"Pyrimidine metabolism - Streptomyces coelicolor (path:sco00240); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Nucleotide metabolism - Streptomyces coelicolor (path:sco01232)",3,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO4934","Q9EWW2","unreviewed","Q9EWW2_STRCO","Lipoprotein","SCO4934 SCK13.26",414,"NA","Q9EWW2","unreviewed","Q9EWW2_STRCO","Lipoprotein","SCO4934 SCK13.26",414,"NA","sco:SCO4934",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO1749","Q9EWX7","reviewed","SEPF1_STRCO","Cell division protein SepF 1","sepF1 SCO1749 2SCI34.02",146,"NA","Q9EWX7","reviewed","SEPF1_STRCO","Cell division protein SepF 1","sepF1 SCO1749 2SCI34.02",146,"NA","sco:SCO1749","GO:0090529",1,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO1143","Q9EWY3","unreviewed","Q9EWY3_STRCO","Endolytic murein transglycosylase (EC 4.2.2.29) (Peptidoglycan lytic transglycosylase) (Peptidoglycan polymerization terminase)","mltG SCO1143 2SCG38.36c",253,"NA","Q9EWY3","unreviewed","Q9EWY3_STRCO","Endolytic murein transglycosylase (EC 4.2.2.29) (Peptidoglycan lytic transglycosylase) (Peptidoglycan polymerization terminase)","mltG SCO1143 2SCG38.36c",253,"NA","sco:SCO1143",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO1137","Q9EWY9","unreviewed","Q9EWY9_STRCO","histidine kinase (EC 2.7.13.3)","SCO1137 2SCG38.30c",548,"NA","Q9EWY9","unreviewed","Q9EWY9_STRCO","histidine kinase (EC 2.7.13.3)","SCO1137 2SCG38.30c",548,"NA","sco:SCO1137","GO:0016772;GO:0016310",2,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO1114","Q9EX12","reviewed","UNG1_STRCO","Uracil-DNA glycosylase 1 (UDG 1) (EC 3.2.2.27)","ung1 SCO1114 2SCG38.07",225,"NA","Q9EX12","reviewed","UNG1_STRCO","Uracil-DNA glycosylase 1 (UDG 1) (EC 3.2.2.27)","ung1 SCO1114 2SCG38.07",225,"NA","sco:SCO1114","GO:0004844;GO:0006281;GO:0006284;GO:0016799",4,"Base excision repair - Streptomyces coelicolor (path:sco03410)",1,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO1110","Q9EX16","unreviewed","Q9EX16_STRCO","Pectate lyase (EC 4.2.2.2)","SCO1110 2SCG38.03",266,"NA","Q9EX16","unreviewed","Q9EX16_STRCO","Pectate lyase (EC 4.2.2.2)","SCO1110 2SCG38.03",266,"NA","sco:SCO1110","GO:0030570;GO:0005576",2,"Pentose and glucuronate interconversions - Streptomyces coelicolor (path:sco00040); Metabolic pathways - Streptomyces coelicolor (path:sco01100)",2,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO1014","Q9EX26","unreviewed","Q9EX26_STRCO","Apolipoprotein N-acyltransferase (ALP N-acyltransferase) (EC 2.3.1.269)","lnt SCO1014 2SCG2.28c",537,"NA","Q9EX26","unreviewed","Q9EX26_STRCO","Apolipoprotein N-acyltransferase (ALP N-acyltransferase) (EC 2.3.1.269)","lnt SCO1014 2SCG2.28c",537,"NA","sco:SCO1014","GO:0016410;GO:0042158;GO:0016020",3,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO6274","Q9EX53","unreviewed","Q9EX53_STRCO","Type I polyketide synthase","SCO6274 SC2C4.04c",3576,"NA","Q9EX53","unreviewed","Q9EX53_STRCO","Type I polyketide synthase","SCO6274 SC2C4.04c",3576,"NA","sco:SCO6274",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA
"SCO3778","Q9F2K3","unreviewed","Q9F2K3_STRCO","Threonine--tRNA ligase (EC 6.1.1.3)","SCO3778 SCH63.25",430,"NA","Q9F2K3","unreviewed","Q9F2K3_STRCO","Threonine--tRNA ligase (EC 6.1.1.3)","SCO3778 SCH63.25",430,"NA","sco:SCO3778","GO:0004829;GO:0005524;GO:0006435;GO:0005737",4,"Aminoacyl-tRNA biosynthesis - Streptomyces coelicolor (path:sco00970)",1,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3100","Q9F2P9","unreviewed","Q9F2P9_STRCO","NTP pyrophosphohydrolase MazG-like domain-containing protein","SCO3100 SCE41.09c",325,"NA","Q9F2P9","unreviewed","Q9F2P9_STRCO","NTP pyrophosphohydrolase MazG-like domain-containing protein","SCO3100 SCE41.09c",325,"NA","sco:SCO3100",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO4609","Q9F2V2","reviewed","HTPX2_STRCO","Protease HtpX homolog 2 (EC 3.4.24.-)","htpX2 SCO4609 SCD39.09",287,"NA","Q9F2V2","reviewed","HTPX2_STRCO","Protease HtpX homolog 2 (EC 3.4.24.-)","htpX2 SCO4609 SCD39.09",287,"NA","sco:SCO4609","GO:0004222;GO:0006508",2,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO4607","Q9F2V4","unreviewed","Q9F2V4_STRCO","NADH dehydrogenase subunit NuoM2","nuoM2 SCO4607 SCD39.07",534,"NA","Q9F2V4","unreviewed","Q9F2V4_STRCO","NADH dehydrogenase subunit NuoM2","nuoM2 SCO4607 SCD39.07",534,"NA","sco:SCO4607","GO:0008137;GO:0042773",2,"Oxidative phosphorylation - Streptomyces coelicolor (path:sco00190); Metabolic pathways - Streptomyces coelicolor (path:sco01100)",2,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO4604","Q9F2V7","unreviewed","Q9F2V7_STRCO","NADH-quinone oxidoreductase subunit J (EC 7.1.1.-)","nuoJ2 SCO4604 SCD39.04",197,"NA","Q9F2V7","unreviewed","Q9F2V7_STRCO","NADH-quinone oxidoreductase subunit J (EC 7.1.1.-)","nuoJ2 SCO4604 SCD39.04",197,"NA","sco:SCO4604","GO:0008137",1,"Oxidative phosphorylation - Streptomyces coelicolor (path:sco00190); Metabolic pathways - Streptomyces coelicolor (path:sco01100)",2,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO4599","Q9F2W2","unreviewed","Q9F2W2_STRCO","NADH-quinone oxidoreductase subunit (EC 7.1.1.-)","nuoA2 SCO4599 SCD20.17",146,"NA","Q9F2W2","unreviewed","Q9F2W2_STRCO","NADH-quinone oxidoreductase subunit (EC 7.1.1.-)","nuoA2 SCO4599 SCD20.17",146,"NA","sco:SCO4599","GO:0008137",1,"Oxidative phosphorylation - Streptomyces coelicolor (path:sco00190); Metabolic pathways - Streptomyces coelicolor (path:sco01100)",2,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO2626","Q9F308","unreviewed","Q9F308_STRCO","DNA-(apurinic or apyrimidinic site) lyase (EC 4.2.99.18)","SCO2626 SCC80.11c",280,"NA","Q9F308","unreviewed","Q9F308_STRCO","DNA-(apurinic or apyrimidinic site) lyase (EC 4.2.99.18)","SCO2626 SCC80.11c",280,"NA","sco:SCO2626","GO:0003677;GO:0003906;GO:0008270;GO:0016799;GO:0006281",5,"Base excision repair - Streptomyces coelicolor (path:sco03410)",1,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO2625","Q9F309","reviewed","Y2625_STRCO","Uncharacterized N-acetyltransferase SCO2625 (EC 2.3.1.-)","SCO2625 SCC80.10",413,"NA","Q9F309","reviewed","Y2625_STRCO","Uncharacterized N-acetyltransferase SCO2625 (EC 2.3.1.-)","SCO2625 SCC80.10",413,"NA","sco:SCO2625","GO:0016747",1,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO5135","Q9F335","unreviewed","Q9F335_STRCO","Ferredoxin","fdxA1 SCO5135 SC9E12.20",106,"NA","Q9F335","unreviewed","Q9F335_STRCO","Ferredoxin","fdxA1 SCO5135 SC9E12.20",106,"NA","sco:SCO5135","GO:0009055",1,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO5126","Q9F344","reviewed","MSHB_STRCO","1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase (GlcNAc-Ins deacetylase) (EC 3.5.1.103) (N-acetyl-1-D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside deacetylase)","mshB SCO5126 SC9E12.11",295,"NA","Q9F344","reviewed","MSHB_STRCO","1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase (GlcNAc-Ins deacetylase) (EC 3.5.1.103) (N-acetyl-1-D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside deacetylase)","mshB SCO5126 SC9E12.11",295,"NA","sco:SCO5126","GO:0035595",1,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO4412","Q9F376","unreviewed","Q9F376_STRCO","non-specific serine/threonine protein kinase (EC 2.7.11.1)","SCO4412 SC6F11.10",163,"NA","Q9F376","unreviewed","Q9F376_STRCO","non-specific serine/threonine protein kinase (EC 2.7.11.1)","SCO4412 SC6F11.10",163,"NA","sco:SCO4412",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7572","Q9F3A3","unreviewed","Q9F3A3_STRCO","Oxidoreductase","SCO7572 SC5F1.26",998,"NA","Q9F3A3","unreviewed","Q9F3A3_STRCO","Oxidoreductase","SCO7572 SC5F1.26",998,"NA","sco:SCO7572",NA,0,"Pyruvate metabolism - Streptomyces coelicolor (path:sco00620); Metabolic pathways - Streptomyces coelicolor (path:sco01100)",2,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,TRUE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7570","Q9F3A5","unreviewed","Q9F3A5_STRCO","glucarate dehydratase (EC 4.2.1.40)","SCO7570 SC5F1.24",375,"NA","Q9F3A5","unreviewed","Q9F3A5_STRCO","glucarate dehydratase (EC 4.2.1.40)","SCO7570 SC5F1.24",375,"NA","sco:SCO7570",NA,0,"Ascorbate and aldarate metabolism - Streptomyces coelicolor (path:sco00053); Metabolic pathways - Streptomyces coelicolor (path:sco01100)",2,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,TRUE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7569","Q9F3A6","unreviewed","Q9F3A6_STRCO","Creatininase family protein","SCO7569 SC5F1.23",263,"NA","Q9F3A6","unreviewed","Q9F3A6_STRCO","Creatininase family protein","SCO7569 SC5F1.23",263,"NA","sco:SCO7569",NA,0,"Arginine and proline metabolism - Streptomyces coelicolor (path:sco00330); Metabolic pathways - Streptomyces coelicolor (path:sco01100)",2,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,TRUE,FALSE,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Amino Acid Metabolism"
"SCO7558","Q9F3B7","unreviewed","Q9F3B7_STRCO","Beta-glucosidase (EC 3.2.1.21)","SCO7558 SC5F1.12",479,"NA","Q9F3B7","unreviewed","Q9F3B7_STRCO","Beta-glucosidase (EC 3.2.1.21)","SCO7558 SC5F1.12",479,"NA","sco:SCO7558","GO:0004553;GO:0005975;GO:0008422;GO:0030245",4,"Cyanoamino acid metabolism - Streptomyces coelicolor (path:sco00460); Starch and sucrose metabolism - Streptomyces coelicolor (path:sco00500); Degradation of flavonoids - Streptomyces coelicolor (path:sco00946); Biosynthesis of various plant secondary metabolites - Streptomyces coelicolor (path:sco00999); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110)",6,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Secondary Metabolism"
"SCO7625","Q9F3D2","unreviewed","Q9F3D2_STRCO","Flavin-dependent monooxygenase (TetX monooxygenase) (TetX) (EC 1.14.13.-)","SCO7625 SC2H2.23",373,"NA","Q9F3D2","unreviewed","Q9F3D2_STRCO","Flavin-dependent monooxygenase (TetX monooxygenase) (TetX) (EC 1.14.13.-)","SCO7625 SC2H2.23",373,"NA","sco:SCO7625","GO:0071949",1,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7623","Q9F3D4","unreviewed","Q9F3D4_STRCO","proton-translocating NAD(P)(+) transhydrogenase (EC 7.1.1.1)","pntA SCO7623 SC2H2.21c",524,"NA","Q9F3D4","unreviewed","Q9F3D4_STRCO","proton-translocating NAD(P)(+) transhydrogenase (EC 7.1.1.1)","pntA SCO7623 SC2H2.21c",524,"NA","sco:SCO7623","GO:1902600;GO:0016491",2,"Nicotinate and nicotinamide metabolism - Streptomyces coelicolor (path:sco00760); Metabolic pathways - Streptomyces coelicolor (path:sco01100)",2,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7622","Q9F3D5","unreviewed","Q9F3D5_STRCO","NAD(P) transhydrogenase subunit beta (EC 7.1.1.1) (Nicotinamide nucleotide transhydrogenase subunit beta)","pntB SCO7622 SC2H2.20c",483,"NA","Q9F3D5","unreviewed","Q9F3D5_STRCO","NAD(P) transhydrogenase subunit beta (EC 7.1.1.1) (Nicotinamide nucleotide transhydrogenase subunit beta)","pntB SCO7622 SC2H2.20c",483,"NA","sco:SCO7622","GO:0008750;GO:0050661;GO:0016020",3,"Nicotinate and nicotinamide metabolism - Streptomyces coelicolor (path:sco00760); Metabolic pathways - Streptomyces coelicolor (path:sco01100)",2,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7614","Q9F3E3","unreviewed","Q9F3E3_STRCO","non-specific serine/threonine protein kinase (EC 2.7.11.1)","SCO7614 SC2H2.12c",173,"NA","Q9F3E3","unreviewed","Q9F3E3_STRCO","non-specific serine/threonine protein kinase (EC 2.7.11.1)","SCO7614 SC2H2.12c",173,"NA","sco:SCO7614",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7611","Q9F3E6","reviewed","COMB_STRCO","Probable 2-phosphosulfolactate phosphatase (EC 3.1.3.71)","comB SCO7611 SC2H2.09",237,"NA","Q9F3E6","reviewed","COMB_STRCO","Probable 2-phosphosulfolactate phosphatase (EC 3.1.3.71)","comB SCO7611 SC2H2.09",237,"NA","sco:SCO7611","GO:0000287;GO:0050532",2,"Methane metabolism - Streptomyces coelicolor (path:sco00680); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Microbial metabolism in diverse environments - Streptomyces coelicolor (path:sco01120); Biosynthesis of cofactors - Streptomyces coelicolor (path:sco01240)",4,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO2800","Q9F3I1","unreviewed","Q9F3I1_STRCO","Signal transduction histidine-protein kinase/phosphatase MprB (EC 2.7.13.3) (Mycobacterial persistence regulator B)","SCO2800 2SCC13.08c",470,"NA","Q9F3I1","unreviewed","Q9F3I1_STRCO","Signal transduction histidine-protein kinase/phosphatase MprB (EC 2.7.13.3) (Mycobacterial persistence regulator B)","SCO2800 2SCC13.08c",470,"NA","sco:SCO2800","GO:0016772;GO:0016310",2,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO2798","Q9F3I3","unreviewed","Q9F3I3_STRCO","Beta-glucosidase (EC 3.2.1.21)","SCO2798 2SCC13.06",479,"NA","Q9F3I3","unreviewed","Q9F3I3_STRCO","Beta-glucosidase (EC 3.2.1.21)","SCO2798 2SCC13.06",479,"NA","sco:SCO2798","GO:0004553;GO:0005975;GO:0008422;GO:0030245",4,"Cyanoamino acid metabolism - Streptomyces coelicolor (path:sco00460); Starch and sucrose metabolism - Streptomyces coelicolor (path:sco00500); Degradation of flavonoids - Streptomyces coelicolor (path:sco00946); Biosynthesis of various plant secondary metabolites - Streptomyces coelicolor (path:sco00999); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110)",6,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Secondary Metabolism"
"SCO5261","Q9F3K4","unreviewed","Q9F3K4_STRCO","Malate oxidoreductase","SCO5261 2SC7G11.23",409,"NA","Q9F3K4","unreviewed","Q9F3K4_STRCO","Malate oxidoreductase","SCO5261 2SC7G11.23",409,"NA","sco:SCO5261","GO:0004470;GO:0016616",2,"Pyruvate metabolism - Streptomyces coelicolor (path:sco00620); Carbon metabolism - Streptomyces coelicolor (path:sco01200); Two-component system - Streptomyces coelicolor (path:sco02020)",3,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Carbon Metabolism"
"SCO5259","Q9F3K6","unreviewed","Q9F3K6_STRCO","Histidine/lysine/arginine/ornithine transport system permease protein HisM","atrB SCO5259 2SC7G11.21c",316,"NA","Q9F3K6","unreviewed","Q9F3K6_STRCO","Histidine/lysine/arginine/ornithine transport system permease protein HisM","atrB SCO5259 2SC7G11.21c",316,"NA","sco:SCO5259","GO:0055085;GO:0016020;GO:0022857;GO:0071705;GO:0043190",5,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO5246","Q9F3L8","unreviewed","Q9F3L8_STRCO","Na+/H+ antiporter","SCO5246 2SC7G11.08",530,"NA","Q9F3L8","unreviewed","Q9F3L8_STRCO","Na+/H+ antiporter","SCO5246 2SC7G11.08",530,"NA","sco:SCO5246","GO:0015297;GO:0006812;GO:0055085;GO:1902600;GO:0016020;GO:0015385",6,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7659","Q9F3M8","unreviewed","Q9F3M8_STRCO","Flavin-dependent monooxygenase (TetX monooxygenase) (TetX) (EC 1.14.13.-)","SCO7659 SC10F4.32c",373,"NA","Q9F3M8","unreviewed","Q9F3M8_STRCO","Flavin-dependent monooxygenase (TetX monooxygenase) (TetX) (EC 1.14.13.-)","SCO7659 SC10F4.32c",373,"NA","sco:SCO7659","GO:0071949",1,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7637","Q9F3Q0","unreviewed","Q9F3Q0_STRCO","Endoglucanase (EC 3.2.1.4)","SCO7637 SC10F4.10c",486,"NA","Q9F3Q0","unreviewed","Q9F3Q0_STRCO","Endoglucanase (EC 3.2.1.4)","SCO7637 SC10F4.10c",486,"NA","sco:SCO7637","GO:0004553;GO:0030246;GO:0005975",3,"Starch and sucrose metabolism - Streptomyces coelicolor (path:sco00500); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Two-component system - Streptomyces coelicolor (path:sco02020)",3,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7635","Q9F3Q2","unreviewed","Q9F3Q2_STRCO","Extracellular small neutral protease (EC 3.4.24.77) (Snapalysin)","snp3 SCO7635 SC10F4.08c",182,"NA","Q9F3Q2","unreviewed","Q9F3Q2_STRCO","Extracellular small neutral protease (EC 3.4.24.77) (Snapalysin)","snp3 SCO7635 SC10F4.08c",182,"NA","sco:SCO7635","GO:0008237;GO:0004222;GO:0008270;GO:0006508;GO:0005576",5,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7633","Q9F3Q4","unreviewed","Q9F3Q4_STRCO","Secreted endo-beta-N-acetylglucosaminidase","endoH SCO7633 SC10F4.06c",309,"NA","Q9F3Q4","unreviewed","Q9F3Q4_STRCO","Secreted endo-beta-N-acetylglucosaminidase","endoH SCO7633 SC10F4.06c",309,"NA","sco:SCO7633","GO:0005975;GO:0033925;GO:0005576;GO:0004553",4,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
